Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.67      1.41     0.01   400000     0.00     0.00  Eigen::DenseCoeffsBase<Eigen::Matrix<float, -1, -1, 0, -1, -1>, 0>::operator()(long, long) const
  0.67      1.42     0.01   399854     0.00     0.00  dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::operator()(long, long) const
  0.67      1.43     0.01   250004     0.00     0.00  dlib::matrix_exp<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >::operator()(long) const
  0.67      1.44     0.01   100124     0.00     0.00  bool dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::aliases<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) const
  0.67      1.45     0.01    50062     0.00     0.00  dlib::disable_if<dlib::ma::is_small_matrix<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >, void>, void>::type dlib::matrix_assign<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&)
  0.67      1.46     0.01    50004     0.00     0.00  dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::train_and_maybe_test(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, double, double, bool)
  0.67      1.47     0.01    26664     0.00     0.00  dlib::matrix_unroll_helper<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, 4l, 1l, 1l, 0l, false>::go(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&)
  0.67      1.48     0.01     3264     0.00     0.00  bool dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::aliases<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) const
  0.67      1.49     0.01       12     0.00     0.00  dlib::disable_if<dlib::ma::has_column_major_layout<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, void>, void>::type dlib::matrix_assign_default<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&)
  0.67      1.50     0.01                             void dlib::blas_bindings::matrix_assign_blas_helper<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, void>::assign<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&, double, bool, bool)
  0.33      1.50     0.01    30006     0.00     0.00  std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::operator[](unsigned long)
  0.00      1.50     0.00  8117148     0.00     0.00  dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::ref() const
  0.00      1.50     0.00  4058574     0.00     0.00  dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::ref() const
  0.00      1.50     0.00  4020744     0.00     0.00  dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator()(long, long) const
  0.00      1.50     0.00  3464721     0.00     0.00  dlib::row_major_layout::layout<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, 5>::operator()(long, long) const
  0.00      1.50     0.00  3322942     0.00     0.00  dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::nc() const
  0.00      1.50     0.00  2200027     0.00     0.00  Eigen::EigenBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::derived() const
  0.00      1.50     0.00  2117519     0.00     0.00  dlib::noncopyable::noncopyable()
  0.00      1.50     0.00  2080165     0.00     0.00  dlib::matrix_exp<dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::matrix_exp()
  0.00      1.50     0.00  2080165     0.00     0.00  dlib::row_major_layout::layout<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 1>::set_size(long, long)
  0.00      1.50     0.00  2080165     0.00     0.00  dlib::row_major_layout::layout<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 1>::~layout()
  0.00      1.50     0.00  2080165     0.00     0.00  dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator()(long)
  0.00      1.50     0.00  2080165     0.00     0.00  dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator()(long, long)
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::matrix_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >::matrix_exp()
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::get_nc_helper<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, 1l>::get(dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&)
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::get_nr_helper<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, 1l>::get(dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&)
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::matrix_unroll_helper<dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, 1l, 1l, 1l, 0l, true>::go(dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&)
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const dlib::operator*<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(dlib::matrix_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > const&, dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&)
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::nc() const
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::nr() const
  0.00      1.50     0.00  2029287     0.00     0.00  dlib::matrix_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >::ref() const
  0.00      1.50     0.00  1700017     0.00     0.00  Eigen::DenseStorage<float, -1, -1, -1, 0>::rows() const
  0.00      1.50     0.00  1672166     0.00     0.00  dlib::row_major_layout::layout<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 3>::nc() const
  0.00      1.50     0.00  1372094     0.00     0.00  dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::nr() const
  0.00      1.50     0.00  1326648     0.00     0.00  std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::operator[](unsigned long) const
  0.00      1.50     0.00  1300015     0.00     0.00  Eigen::DenseStorage<float, -1, -1, -1, 0>::cols() const
  0.00      1.50     0.00  1300015     0.00     0.00  Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::cols() const
  0.00      1.50     0.00  1120797     0.00     0.00  __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::operator*() const
  0.00      1.50     0.00   812854     0.00     0.00  dlib::row_major_layout::layout<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 3>::operator()(long, long)
  0.00      1.50     0.00   812854     0.00     0.00  dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator()(long, long)
  0.00      1.50     0.00   800012     0.00     0.00  dlib::matrix_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix<float, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::ref() const
  0.00      1.50     0.00   800006     0.00     0.00  Eigen::EigenBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::cols() const
  0.00      1.50     0.00   800006     0.00     0.00  Eigen::EigenBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::rows() const
  0.00      1.50     0.00   797918     0.00     0.00  dlib::row_major_layout::layout<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 3>::operator()(long)
  0.00      1.50     0.00   797918     0.00     0.00  dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator()(long)
  0.00      1.50     0.00   797836     0.00     0.00  std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::operator[](unsigned long)
  0.00      1.50     0.00   600022     0.00     0.00  dlib::matrix_exp<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >::ref() const
